elapsed_s,stage,epoch,step,split,loss,ppl,lr,grad_norm,tokens_per_sec,gpu_mem_gb
8340.0,stage3_tulu,0,800,train,1.0479,,0.00029701965899564704,0.079,7155,50.4
8340.0,stage3_tulu,0,800,val,1.015,2.76,,,,
9942.5,stage3_tulu,0,1000,train,1.0054,,0.0002944649413372675,0.103,7156,50.4
9942.5,stage3_tulu,0,1000,val,0.9942,2.7,,,,
11548.4,stage3_tulu,0,1200,train,0.9869,,0.0002911463807553946,0.091,7143,50.4
11548.4,stage3_tulu,0,1200,val,0.9759,2.65,,,,
13148.0,stage3_tulu,0,1400,train,0.9874,,0.0002870835567515557,0.082,7170,50.4
13148.0,stage3_tulu,0,1400,val,0.9617,2.62,,,,
14761.4,stage3_tulu,0,1600,train,0.9587,,0.00028230043998014333,0.088,7108,50.4
14761.4,stage3_tulu,0,1600,val,0.9499,2.59,,,,
16364.7,stage3_tulu,0,1800,train,0.9436,,0.00027682525082159664,0.08,7153,50.4
16364.7,stage3_tulu,0,1800,val,0.939,2.56,,,,
17967.9,stage3_tulu,0,2000,train,0.9271,,0.0002706902928822074,0.087,7154,50.4
17967.9,stage3_tulu,0,2000,val,0.9312,2.54,,,,
19573.8,stage3_tulu,0,2200,train,0.9437,,0.00026393176240290027,0.09,7142,50.4
19573.8,stage3_tulu,0,2200,val,0.9208,2.51,,,,
21180.7,stage3_tulu,0,2400,train,0.9129,,0.00025658953470147547,0.102,7137,50.4
21180.7,stage3_tulu,0,2400,val,0.9128,2.49,,,,
22788.3,stage3_tulu,0,2600,train,0.9014,,0.0002487069289083053,0.072,7133,50.4
22788.3,stage3_tulu,0,2600,val,0.9045,2.47,,,,
24389.0,stage3_tulu,0,2800,train,0.9079,,0.00024033045238354157,0.074,7167,50.4
24389.0,stage3_tulu,0,2800,val,0.8989,2.46,,,,
25991.6,stage3_tulu,0,3000,train,0.8873,,0.0002315095263237734,0.086,7156,50.4
25991.6,stage3_tulu,0,3000,val,0.8913,2.44,,,,
27604.3,stage3_tulu,0,3200,train,0.9286,,0.0002222961941770557,0.07,7112,50.4
27604.3,stage3_tulu,0,3200,val,0.8874,2.43,,,,
29208.3,stage3_tulu,0,3400,train,0.8929,,0.000212744814586658,0.073,7149,50.4
29208.3,stage3_tulu,0,3400,val,0.8817,2.41,,,,
30815.2,stage3_tulu,0,3600,train,0.8782,,0.00020291174067516604,0.072,7138,50.4
30815.2,stage3_tulu,0,3600,val,0.8767,2.4,,,,
32422.9,stage3_tulu,0,3800,train,0.8956,,0.0001928549875611585,0.083,7134,50.4
32422.9,stage3_tulu,0,3800,val,0.8727,2.39,,,,
34027.1,stage3_tulu,0,4000,train,0.8635,,0.00018263389007011106,0.075,7149,50.4
34027.1,stage3_tulu,0,4000,val,0.8686,2.38,,,,
35641.4,stage3_tulu,0,4200,train,0.8874,,0.00017230875265903135,0.066,7103,50.4
35641.4,stage3_tulu,0,4200,val,0.8637,2.37,,,,
37240.9,stage3_tulu,1,4400,train,0.8479,,0.00016194049362027002,0.081,7172,50.4
37240.9,stage3_tulu,1,4400,val,0.8614,2.37,,,,
38847.3,stage3_tulu,1,4600,train,0.8242,,0.00015159028566370442,0.078,7139,50.4
38847.3,stage3_tulu,1,4600,val,0.8578,2.36,,,,
40452.3,stage3_tulu,1,4800,train,0.8475,,0.00014131919499785894,0.073,7147,50.4
40452.3,stage3_tulu,1,4800,val,0.8549,2.35,,,,
42057.1,stage3_tulu,1,5000,train,0.8255,,0.0001311878210393836,0.073,7146,50.4
42057.1,stage3_tulu,1,5000,val,0.8525,2.35,,,,
43667.2,stage3_tulu,1,5200,train,0.8678,,0.00012125593887660349,0.067,7123,50.4
43667.2,stage3_tulu,1,5200,val,0.8495,2.34,,,,
45271.3,stage3_tulu,1,5400,train,0.8286,,0.00011158214659660427,0.067,7150,50.4
45271.3,stage3_tulu,1,5400,val,0.848,2.33,,,,
46878.8,stage3_tulu,1,5600,train,0.8185,,0.00010222351955662232,0.069,7134,50.4
46878.8,stage3_tulu,1,5600,val,0.8453,2.33,,,,
48497.4,stage3_tulu,1,5800,train,0.8299,,9.323527363953896e-05,0.074,7090,50.4
48497.4,stage3_tulu,1,5800,val,0.8442,2.33,,,,
50138.4,stage3_tulu,1,6000,train,0.8309,,8.467043948026933e-05,0.073,6991,50.4
50138.4,stage3_tulu,1,6000,val,0.8415,2.32,,,,
51792.3,stage3_tulu,1,6200,train,0.8276,,7.657954958511118e-05,0.073,6932,50.4
51792.3,stage3_tulu,1,6200,val,0.8392,2.31,,,,
53441.7,stage3_tulu,1,6400,train,0.8092,,6.90103401900473e-05,0.063,6954,50.4
53441.7,stage3_tulu,1,6400,val,0.838,2.31,,,,
55061.1,stage3_tulu,1,6600,train,0.8118,,6.200746961703839e-05,0.076,7080,50.4
55061.1,stage3_tulu,1,6600,val,0.8365,2.31,,,,
56670.8,stage3_tulu,1,6800,train,0.7867,,5.5612254790002785e-05,0.073,7123,50.4
56670.8,stage3_tulu,1,6800,val,0.8346,2.3,,,,
58281.2,stage3_tulu,1,7000,train,0.8116,,4.9862427465039105e-05,0.068,7122,50.4
58281.2,stage3_tulu,1,7000,val,0.8336,2.3,,,,
59898.8,stage3_tulu,1,7200,train,0.8088,,4.4791911613132196e-05,0.066,7090,50.4
59898.8,stage3_tulu,1,7200,val,0.8323,2.3,,,,
61509.8,stage3_tulu,1,7400,train,0.8006,,4.0430623268784745e-05,0.061,7119,50.4
61509.8,stage3_tulu,1,7400,val,0.8312,2.3,,,,
63127.9,stage3_tulu,1,7600,train,0.8101,,3.68042940254671e-05,0.059,7088,50.4
63127.9,stage3_tulu,1,7600,val,0.8303,2.29,,,,
64745.6,stage3_tulu,1,7800,train,0.8295,,3.393431921926131e-05,0.066,7090,50.4
64745.6,stage3_tulu,1,7800,val,0.8297,2.29,,,,
66362.3,stage3_tulu,1,8000,train,0.808,,3.183763169641664e-05,0.068,7095,50.4
66362.3,stage3_tulu,1,8000,val,0.8292,2.29,,,,
67979.2,stage3_tulu,1,8200,train,0.8125,,3.0526601909586564e-05,0.06,7092,50.4
67979.2,stage3_tulu,1,8200,val,0.8287,2.29,,,,
69592.2,stage3_tulu,1,8400,train,0.8148,,3.0008964932180248e-05,0.067,7111,50.4
69592.2,stage3_tulu,1,8400,val,0.8281,2.29,,,,
69861.7,stage3_tulu,1,8430,train,0.8005,,2.9999999999999997e-05,0.08,6381,50.4
69861.7,stage3_tulu,1,8430,val,0.8279,2.29,,,,
