elapsed_s,stage,epoch,step,split,loss,ppl,lr,grad_norm,tokens_per_sec,gpu_mem_gb
28057.7,stage3_tulu,0,3200,val,0.8402,2.32,,,,
29682.1,stage3_tulu,0,3400,train,0.8444,,0.000212744814586658,0.078,7060,50.4
29682.1,stage3_tulu,0,3400,val,0.8346,2.3,,,,
31311.0,stage3_tulu,0,3600,train,0.8289,,0.00020291174067516604,0.076,7039,50.4
31311.0,stage3_tulu,0,3600,val,0.8302,2.29,,,,
32932.2,stage3_tulu,0,3800,train,0.8464,,0.0001928549875611585,0.08,7074,50.4
32932.2,stage3_tulu,0,3800,val,0.8269,2.29,,,,
34556.5,stage3_tulu,0,4000,train,0.8184,,0.00018263389007011106,0.094,7062,50.4
34556.5,stage3_tulu,0,4000,val,0.8227,2.28,,,,
36189.5,stage3_tulu,0,4200,train,0.8369,,0.00017230875265903135,0.065,7023,50.4
36189.5,stage3_tulu,0,4200,val,0.8186,2.27,,,,
37818.6,stage3_tulu,1,4400,train,0.797,,0.00016194049362027002,0.072,7041,50.4
37818.6,stage3_tulu,1,4400,val,0.8163,2.26,,,,
39448.1,stage3_tulu,1,4600,train,0.7752,,0.00015159028566370442,0.075,7038,50.4
39448.1,stage3_tulu,1,4600,val,0.8145,2.26,,,,
41065.6,stage3_tulu,1,4800,train,0.7985,,0.00014131919499785894,0.078,7091,50.4
41065.6,stage3_tulu,1,4800,val,0.8115,2.25,,,,
42679.6,stage3_tulu,1,5000,train,0.7783,,0.0001311878210393836,0.069,7106,50.4
42679.6,stage3_tulu,1,5000,val,0.8089,2.25,,,,
44302.6,stage3_tulu,1,5200,train,0.8148,,0.00012125593887660349,0.073,7066,50.4
44302.6,stage3_tulu,1,5200,val,0.8062,2.24,,,,
45911.5,stage3_tulu,1,5400,train,0.7806,,0.00011158214659660427,0.071,7129,50.4
45911.5,stage3_tulu,1,5400,val,0.8046,2.24,,,,
47536.1,stage3_tulu,1,5600,train,0.7716,,0.00010222351955662232,0.065,7057,50.4
47536.1,stage3_tulu,1,5600,val,0.802,2.23,,,,
49147.9,stage3_tulu,1,5800,train,0.7822,,9.323527363953896e-05,0.067,7118,50.4
49147.9,stage3_tulu,1,5800,val,0.8008,2.23,,,,
50769.7,stage3_tulu,1,6000,train,0.7829,,8.467043948026933e-05,0.067,7071,50.4
50769.7,stage3_tulu,1,6000,val,0.7986,2.22,,,,
52398.6,stage3_tulu,1,6200,train,0.7802,,7.657954958511118e-05,0.068,7041,50.4
52398.6,stage3_tulu,1,6200,val,0.7963,2.22,,,,
54020.3,stage3_tulu,1,6400,train,0.7615,,6.90103401900473e-05,0.062,7073,50.4
54020.3,stage3_tulu,1,6400,val,0.7952,2.21,,,,
55642.6,stage3_tulu,1,6600,train,0.7644,,6.200746961703839e-05,0.075,7068,50.4
55642.6,stage3_tulu,1,6600,val,0.7936,2.21,,,,
57261.9,stage3_tulu,1,6800,train,0.7424,,5.5612254790002785e-05,0.067,7083,50.4
57261.9,stage3_tulu,1,6800,val,0.7921,2.21,,,,
58877.1,stage3_tulu,1,7000,train,0.7648,,4.9862427465039105e-05,0.065,7100,50.4
58877.1,stage3_tulu,1,7000,val,0.7908,2.21,,,,
60497.6,stage3_tulu,1,7200,train,0.7614,,4.4791911613132196e-05,0.071,7078,50.4
60497.6,stage3_tulu,1,7200,val,0.7899,2.2,,,,
62113.9,stage3_tulu,1,7400,train,0.7559,,4.0430623268784745e-05,0.059,7095,50.4
62113.9,stage3_tulu,1,7400,val,0.7885,2.2,,,,
63732.9,stage3_tulu,1,7600,train,0.7626,,3.68042940254671e-05,0.063,7084,50.4
63732.9,stage3_tulu,1,7600,val,0.7881,2.2,,,,
65344.7,stage3_tulu,1,7800,train,0.7803,,3.393431921926131e-05,0.065,7116,50.4
65344.7,stage3_tulu,1,7800,val,0.7871,2.2,,,,
66963.0,stage3_tulu,1,8000,train,0.7613,,3.183763169641664e-05,0.077,7087,50.4
66963.0,stage3_tulu,1,8000,val,0.7867,2.2,,,,
68585.2,stage3_tulu,1,8200,train,0.765,,3.0526601909586564e-05,0.062,7072,50.4
68585.2,stage3_tulu,1,8200,val,0.7863,2.2,,,,
70203.0,stage3_tulu,1,8400,train,0.7676,,3.0008964932180248e-05,0.063,7089,50.4
70203.0,stage3_tulu,1,8400,val,0.7856,2.19,,,,
70472.2,stage3_tulu,1,8430,train,0.7504,,2.9999999999999997e-05,0.077,6389,50.4
70472.2,stage3_tulu,1,8430,val,0.7855,2.19,,,,
