elapsed_s,stage,epoch,step,split,loss,ppl,lr,grad_norm,tokens_per_sec,gpu_mem_gb
21340.7,stage3_tulu,0,2400,train,0.8706,,0.00025658953470147547,0.094,7201,50.4
21340.7,stage3_tulu,0,2400,val,0.8753,2.4,,,,
22957.1,stage3_tulu,0,2600,train,0.8596,,0.0002487069289083053,0.069,7095,50.4
22957.1,stage3_tulu,0,2600,val,0.8645,2.37,,,,
24545.6,stage3_tulu,0,2800,train,0.8659,,0.00024033045238354157,0.078,7219,50.4
24545.6,stage3_tulu,0,2800,val,0.8585,2.36,,,,
26123.6,stage3_tulu,0,3000,train,0.8467,,0.0002315095263237734,0.095,7269,50.4
26123.6,stage3_tulu,0,3000,val,0.8525,2.35,,,,
27739.5,stage3_tulu,0,3200,train,0.8864,,0.0002222961941770557,0.076,7097,50.4
27739.5,stage3_tulu,0,3200,val,0.8486,2.34,,,,
29315.3,stage3_tulu,0,3400,train,0.8531,,0.000212744814586658,0.067,7277,50.4
29315.3,stage3_tulu,0,3400,val,0.8431,2.32,,,,
30916.4,stage3_tulu,0,3600,train,0.8369,,0.00020291174067516604,0.074,7164,50.4
30916.4,stage3_tulu,0,3600,val,0.8385,2.31,,,,
32491.3,stage3_tulu,0,3800,train,0.8546,,0.0001928549875611585,0.081,7282,50.4
32491.3,stage3_tulu,0,3800,val,0.8344,2.3,,,,
34065.3,stage3_tulu,0,4000,train,0.8263,,0.00018263389007011106,0.091,7287,50.4
34065.3,stage3_tulu,0,4000,val,0.831,2.3,,,,
35667.6,stage3_tulu,0,4200,train,0.8455,,0.00017230875265903135,0.065,7156,50.4
35667.6,stage3_tulu,0,4200,val,0.827,2.29,,,,
37248.5,stage3_tulu,1,4400,train,0.8058,,0.00016194049362027002,0.089,7255,50.4
37248.5,stage3_tulu,1,4400,val,0.8244,2.28,,,,
38863.9,stage3_tulu,1,4600,train,0.7836,,0.00015159028566370442,0.073,7100,50.4
38863.9,stage3_tulu,1,4600,val,0.8217,2.27,,,,
40439.8,stage3_tulu,1,4800,train,0.807,,0.00014131919499785894,0.077,7278,50.4
40439.8,stage3_tulu,1,4800,val,0.819,2.27,,,,
42012.3,stage3_tulu,1,5000,train,0.7864,,0.0001311878210393836,0.071,7294,50.4
42012.3,stage3_tulu,1,5000,val,0.8168,2.26,,,,
43617.3,stage3_tulu,1,5200,train,0.8243,,0.00012125593887660349,0.064,7146,50.4
43617.3,stage3_tulu,1,5200,val,0.8141,2.26,,,,
45193.2,stage3_tulu,1,5400,train,0.7889,,0.00011158214659660427,0.069,7276,50.4
45193.2,stage3_tulu,1,5400,val,0.8124,2.25,,,,
46796.4,stage3_tulu,1,5600,train,0.7797,,0.00010222351955662232,0.068,7155,50.4
46796.4,stage3_tulu,1,5600,val,0.8098,2.25,,,,
48381.5,stage3_tulu,1,5800,train,0.7905,,9.323527363953896e-05,0.068,7235,50.4
48381.5,stage3_tulu,1,5800,val,0.8086,2.24,,,,
49958.2,stage3_tulu,1,6000,train,0.7916,,8.467043948026933e-05,0.073,7275,50.4
49958.2,stage3_tulu,1,6000,val,0.8062,2.24,,,,
51561.0,stage3_tulu,1,6200,train,0.7886,,7.657954958511118e-05,0.07,7154,50.4
51561.0,stage3_tulu,1,6200,val,0.8037,2.23,,,,
53138.6,stage3_tulu,1,6400,train,0.7695,,6.90103401900473e-05,0.06,7272,50.4
53138.6,stage3_tulu,1,6400,val,0.8028,2.23,,,,
54738.8,stage3_tulu,1,6600,train,0.7725,,6.200746961703839e-05,0.078,7167,50.4
54738.8,stage3_tulu,1,6600,val,0.8012,2.23,,,,
56326.4,stage3_tulu,1,6800,train,0.7498,,5.5612254790002785e-05,0.069,7223,50.4
56326.4,stage3_tulu,1,6800,val,0.7997,2.22,,,,
57909.2,stage3_tulu,1,7000,train,0.7732,,4.9862427465039105e-05,0.068,7247,50.4
57909.2,stage3_tulu,1,7000,val,0.7984,2.22,,,,
59529.6,stage3_tulu,1,7200,train,0.7696,,4.4791911613132196e-05,0.072,7078,50.4
59529.6,stage3_tulu,1,7200,val,0.7974,2.22,,,,
61113.3,stage3_tulu,1,7400,train,0.7637,,4.0430623268784745e-05,0.063,7240,50.4
61113.3,stage3_tulu,1,7400,val,0.7961,2.22,,,,
62719.5,stage3_tulu,1,7600,train,0.7708,,3.68042940254671e-05,0.062,7141,50.4
62719.5,stage3_tulu,1,7600,val,0.7956,2.22,,,,
64295.0,stage3_tulu,1,7800,train,0.7893,,3.393431921926131e-05,0.065,7279,50.4
64295.0,stage3_tulu,1,7800,val,0.7945,2.21,,,,
65871.7,stage3_tulu,1,8000,train,0.7698,,3.183763169641664e-05,0.075,7274,50.4
65871.7,stage3_tulu,1,8000,val,0.7942,2.21,,,,
67493.9,stage3_tulu,1,8200,train,0.7736,,3.0526601909586564e-05,0.059,7071,50.4
67493.9,stage3_tulu,1,8200,val,0.7938,2.21,,,,
69093.0,stage3_tulu,1,8400,train,0.7759,,3.0008964932180248e-05,0.063,7172,50.4
69093.0,stage3_tulu,1,8400,val,0.7932,2.21,,,,
69358.6,stage3_tulu,1,8430,train,0.7596,,2.9999999999999997e-05,0.084,6479,50.4
69358.6,stage3_tulu,1,8430,val,0.7931,2.21,,,,
