elapsed_s,stage,epoch,step,split,loss,ppl,lr,grad_norm,tokens_per_sec,gpu_mem_gb
6792.8,stage3_tulu,0,600,train,1.0612,,0.0002987954609008953,0.107,7027,50.4
6792.8,stage3_tulu,0,600,val,1.023,2.78,,,,
8419.8,stage3_tulu,0,800,train,1.0228,,0.00029701965899564704,0.107,7049,50.4
8419.8,stage3_tulu,0,800,val,1.0009,2.72,,,,
10042.3,stage3_tulu,0,1000,train,0.9874,,0.0002944649413372675,0.096,7068,50.4
10042.3,stage3_tulu,0,1000,val,0.976,2.65,,,,
11657.7,stage3_tulu,0,1200,train,0.9678,,0.0002911463807553946,0.112,7102,50.4
11657.7,stage3_tulu,0,1200,val,0.9579,2.61,,,,
13268.4,stage3_tulu,0,1400,train,0.9681,,0.0002870835567515557,0.086,7121,50.4
13268.4,stage3_tulu,0,1400,val,0.9459,2.58,,,,
14889.3,stage3_tulu,0,1600,train,0.9393,,0.00028230043998014333,0.08,7075,50.4
14889.3,stage3_tulu,0,1600,val,0.9325,2.54,,,,
16504.7,stage3_tulu,0,1800,train,0.9253,,0.00027682525082159664,0.082,7098,50.4
16504.7,stage3_tulu,0,1800,val,0.9208,2.51,,,,
18123.8,stage3_tulu,0,2000,train,0.9115,,0.0002706902928822074,0.082,7085,50.4
18123.8,stage3_tulu,0,2000,val,0.9129,2.49,,,,
19745.1,stage3_tulu,0,2200,train,0.9258,,0.00026393176240290027,0.093,7075,50.4
19745.1,stage3_tulu,0,2200,val,0.9041,2.47,,,,
21362.8,stage3_tulu,0,2400,train,0.8959,,0.00025658953470147547,0.111,7089,50.4
21362.8,stage3_tulu,0,2400,val,0.8967,2.45,,,,
22985.3,stage3_tulu,0,2600,train,0.8843,,0.0002487069289083053,0.076,7069,50.4
22985.3,stage3_tulu,0,2600,val,0.8885,2.43,,,,
24597.9,stage3_tulu,0,2800,train,0.8909,,0.00024033045238354157,0.075,7110,50.4
24597.9,stage3_tulu,0,2800,val,0.8835,2.42,,,,
26192.8,stage3_tulu,0,3000,train,0.8714,,0.0002315095263237734,0.082,7191,50.4
26192.8,stage3_tulu,0,3000,val,0.8761,2.4,,,,
27797.4,stage3_tulu,0,3200,train,0.9116,,0.0002222961941770557,0.077,7147,50.4
27797.4,stage3_tulu,0,3200,val,0.8724,2.39,,,,
29395.4,stage3_tulu,0,3400,train,0.8768,,0.000212744814586658,0.073,7176,50.4
29395.4,stage3_tulu,0,3400,val,0.8667,2.38,,,,
30994.7,stage3_tulu,0,3600,train,0.8613,,0.00020291174067516604,0.071,7171,50.4
30994.7,stage3_tulu,0,3600,val,0.8612,2.37,,,,
32583.4,stage3_tulu,0,3800,train,0.8786,,0.0001928549875611585,0.082,7220,50.4
32583.4,stage3_tulu,0,3800,val,0.8578,2.36,,,,
34174.5,stage3_tulu,0,4000,train,0.8487,,0.00018263389007011106,0.077,7208,50.4
34174.5,stage3_tulu,0,4000,val,0.8536,2.35,,,,
35770.5,stage3_tulu,0,4200,train,0.8695,,0.00017230875265903135,0.065,7186,50.4
35770.5,stage3_tulu,0,4200,val,0.8491,2.34,,,,
37367.0,stage3_tulu,1,4400,train,0.8311,,0.00016194049362027002,0.074,7184,50.4
37367.0,stage3_tulu,1,4400,val,0.8469,2.33,,,,
38963.2,stage3_tulu,1,4600,train,0.8081,,0.00015159028566370442,0.08,7185,50.4
38963.2,stage3_tulu,1,4600,val,0.8434,2.32,,,,
40555.9,stage3_tulu,1,4800,train,0.8317,,0.00014131919499785894,0.074,7201,50.4
40555.9,stage3_tulu,1,4800,val,0.8408,2.32,,,,
42148.9,stage3_tulu,1,5000,train,0.8102,,0.0001311878210393836,0.077,7200,50.4
42148.9,stage3_tulu,1,5000,val,0.8384,2.31,,,,
43751.9,stage3_tulu,1,5200,train,0.8503,,0.00012125593887660349,0.072,7154,50.4
43751.9,stage3_tulu,1,5200,val,0.8356,2.31,,,,
45352.5,stage3_tulu,1,5400,train,0.8131,,0.00011158214659660427,0.069,7164,50.4
45352.5,stage3_tulu,1,5400,val,0.8341,2.3,,,,
46957.4,stage3_tulu,1,5600,train,0.8035,,0.00010222351955662232,0.069,7147,50.4
46957.4,stage3_tulu,1,5600,val,0.8311,2.3,,,,
48546.7,stage3_tulu,1,5800,train,0.8141,,9.323527363953896e-05,0.074,7218,50.4
48546.7,stage3_tulu,1,5800,val,0.8298,2.29,,,,
50140.9,stage3_tulu,1,6000,train,0.8154,,8.467043948026933e-05,0.072,7193,50.4
50140.9,stage3_tulu,1,6000,val,0.8278,2.29,,,,
51752.3,stage3_tulu,1,6200,train,0.8121,,7.657954958511118e-05,0.074,7117,50.4
51752.3,stage3_tulu,1,6200,val,0.8249,2.28,,,,
53353.9,stage3_tulu,1,6400,train,0.7935,,6.90103401900473e-05,0.066,7160,50.4
53353.9,stage3_tulu,1,6400,val,0.8238,2.28,,,,
54964.9,stage3_tulu,1,6600,train,0.796,,6.200746961703839e-05,0.074,7120,50.4
54964.9,stage3_tulu,1,6600,val,0.8223,2.28,,,,
56587.8,stage3_tulu,1,6800,train,0.7725,,5.5612254790002785e-05,0.073,7069,50.4
56587.8,stage3_tulu,1,6800,val,0.8208,2.27,,,,
58202.8,stage3_tulu,1,7000,train,0.7964,,4.9862427465039105e-05,0.069,7101,50.4
58202.8,stage3_tulu,1,7000,val,0.8194,2.27,,,,
59817.1,stage3_tulu,1,7200,train,0.793,,4.4791911613132196e-05,0.065,7104,50.4
59817.1,stage3_tulu,1,7200,val,0.8182,2.27,,,,
61425.2,stage3_tulu,1,7400,train,0.7861,,4.0430623268784745e-05,0.062,7131,50.4
61425.2,stage3_tulu,1,7400,val,0.8169,2.26,,,,
63037.2,stage3_tulu,1,7600,train,0.7941,,3.68042940254671e-05,0.061,7115,50.4
63037.2,stage3_tulu,1,7600,val,0.8163,2.26,,,,
64638.5,stage3_tulu,1,7800,train,0.813,,3.393431921926131e-05,0.068,7163,50.4
64638.5,stage3_tulu,1,7800,val,0.8156,2.26,,,,
66248.2,stage3_tulu,1,8000,train,0.7927,,3.183763169641664e-05,0.077,7126,50.4
66248.2,stage3_tulu,1,8000,val,0.8151,2.26,,,,
67865.7,stage3_tulu,1,8200,train,0.7971,,3.0526601909586564e-05,0.061,7090,50.4
67865.7,stage3_tulu,1,8200,val,0.8145,2.26,,,,
69474.3,stage3_tulu,1,8400,train,0.7994,,3.0008964932180248e-05,0.064,7129,50.4
69474.3,stage3_tulu,1,8400,val,0.8137,2.26,,,,
69741.8,stage3_tulu,1,8430,train,0.7844,,2.9999999999999997e-05,0.08,6431,50.4
69741.8,stage3_tulu,1,8430,val,0.8137,2.26,,,,
